timestamp,equipment_id,day,shift,vibration_rms,temperature,pressure,motor_current,acoustic_db,flow_rate,harmonic_freq_1x,harmonic_freq_2x,harmonic_freq_bearing,harmonic_freq_2_3khz
2026-01-29T23:06:16.757025,HYD_PRESS_07,1,night,2.201,62.184,166.12,11.522,66.876,45.586,0.826,0.446,0.2475,0.2335
2026-01-29T23:11:16.757025,HYD_PRESS_07,1,night,2.42,61.268,169.362,11.573,70.015,45.543,0.8012,0.4149,0.2787,0.2391
2026-01-29T23:16:16.757025,HYD_PRESS_07,1,night,1.983,63.563,166.709,12.081,68.156,45.821,0.758,0.382,0.2072,0.2242
2026-01-29T23:21:16.757025,HYD_PRESS_07,1,night,2.274,62.014,156.434,11.924,66.558,47.999,0.7551,0.4148,0.2233,0.2478
2026-01-29T23:26:16.757025,HYD_PRESS_07,1,night,2.03,64.744,159.662,11.475,66.91,47.131,0.7203,0.382,0.2498,0.2299
2026-01-29T23:31:16.757025,HYD_PRESS_07,1,night,2.147,61.315,172.756,11.553,68.499,46.594,0.8356,0.3663,0.219,0.2422
2026-01-29T23:36:16.757025,HYD_PRESS_07,1,night,2.194,66.608,160.175,11.724,68.318,44.403,0.903,0.4527,0.2447,0.2392
2026-01-29T23:41:16.757025,HYD_PRESS_07,1,night,2.323,63.372,173.143,11.104,64.175,46.447,0.7408,0.3388,0.2443,0.2366
2026-01-29T23:46:16.757025,HYD_PRESS_07,1,night,1.902,64.861,166.833,11.236,65.959,45.242,0.8192,0.399,0.2083,0.2286
2026-01-29T23:51:16.757025,HYD_PRESS_07,1,night,2.018,61.204,164.465,11.207,65.899,45.076,0.7969,0.4287,0.23,0.2345
2026-01-29T23:56:16.757025,HYD_PRESS_07,1,night,2.08,62.634,168.071,11.745,65.934,45.822,0.8982,0.4011,0.2357,0.2316
2026-01-30T00:01:16.757025,HYD_PRESS_07,1,night,2.344,62.564,167.883,11.611,71.348,47.857,0.7862,0.3309,0.2194,0.2431
2026-01-30T00:06:16.757025,HYD_PRESS_07,1,night,1.984,59.631,161.767,11.194,69.261,47.571,0.7936,0.3713,0.2175,0.2315
2026-01-30T00:11:16.757025,HYD_PRESS_07,1,night,2.326,64.534,159.814,11.461,65.416,44.854,0.7996,0.4444,0.2512,0.2209
2026-01-30T00:16:16.757025,HYD_PRESS_07,1,night,2.0,61.969,162.038,11.259,66.803,45.516,0.8463,0.4573,0.2217,0.2351
2026-01-30T00:21:16.757025,HYD_PRESS_07,1,night,2.011,65.075,167.505,11.225,66.879,47.415,0.8135,0.3985,0.2449,0.2204
2026-01-30T00:26:16.757025,HYD_PRESS_07,1,night,1.983,58.674,156.862,11.532,67.12,45.428,0.7165,0.4163,0.2364,0.2352
2026-01-30T00:31:16.757025,HYD_PRESS_07,1,night,2.0,63.305,160.698,11.403,68.239,45.821,0.8319,0.3502,0.2483,0.2174
2026-01-30T00:36:16.757025,HYD_PRESS_07,1,night,1.727,61.194,167.885,11.457,67.287,45.789,0.8418,0.3661,0.2603,0.2439
2026-01-30T00:41:16.757025,HYD_PRESS_07,1,night,2.148,62.157,162.562,11.388,67.322,46.008,0.8043,0.3953,0.273,0.232
2026-01-30T00:46:16.757025,HYD_PRESS_07,1,night,2.278,62.166,154.809,11.216,63.924,46.092,0.8145,0.4623,0.2671,0.2262
2026-01-30T00:51:16.757025,HYD_PRESS_07,1,night,2.222,57.659,166.178,11.749,64.512,47.886,0.8009,0.4503,0.2562,0.2273
2026-01-30T00:56:16.757025,HYD_PRESS_07,1,night,2.125,63.807,162.703,11.263,67.975,45.486,0.8169,0.3875,0.2623,0.2522
2026-01-30T01:01:16.757025,HYD_PRESS_07,1,night,2.253,61.912,163.651,11.224,66.063,46.966,0.8036,0.3857,0.2592,0.2328
2026-01-30T01:06:16.757025,HYD_PRESS_07,1,night,2.159,67.879,161.131,11.145,64.062,48.309,0.8378,0.3723,0.2671,0.243
2026-01-30T01:11:16.757025,HYD_PRESS_07,1,night,2.464,63.51,165.547,11.736,67.451,46.782,0.8327,0.3983,0.2553,0.2182
2026-01-30T01:16:16.757025,HYD_PRESS_07,1,night,2.336,61.909,160.052,11.48,66.814,47.826,0.7605,0.4141,0.2873,0.2429
2026-01-30T01:21:16.757025,HYD_PRESS_07,1,night,1.946,59.049,169.116,11.54,64.795,44.959,0.7154,0.4459,0.2465,0.2252
2026-01-30T01:26:16.757025,HYD_PRESS_07,1,night,2.06,62.505,151.516,11.502,66.384,47.349,0.7832,0.4501,0.2445,0.2144
2026-01-30T01:31:16.757025,HYD_PRESS_07,1,night,2.483,63.335,165.07,11.511,67.027,46.34,0.8924,0.4338,0.2443,0.2184
2026-01-30T01:36:16.757025,HYD_PRESS_07,1,night,1.99,63.453,163.725,11.969,62.753,47.823,0.7713,0.3836,0.249,0.224
2026-01-30T01:41:16.757025,HYD_PRESS_07,1,night,1.886,61.242,159.447,12.044,68.133,48.039,0.8623,0.3378,0.2428,0.2258
2026-01-30T01:46:16.757025,HYD_PRESS_07,1,night,1.914,64.969,163.798,11.406,67.796,47.047,0.8361,0.3661,0.2392,0.2344
2026-01-30T01:51:16.757025,HYD_PRESS_07,1,night,2.186,62.413,166.631,11.143,68.116,46.292,0.782,0.4348,0.228,0.2356
2026-01-30T01:56:16.757025,HYD_PRESS_07,1,night,1.864,64.702,158.598,12.044,63.607,48.549,0.7739,0.4315,0.2356,0.2154
2026-01-30T02:01:16.757025,HYD_PRESS_07,1,night,2.092,65.945,165.571,11.563,66.185,46.445,0.8106,0.3971,0.2388,0.2335
2026-01-30T02:06:16.757025,HYD_PRESS_07,1,night,2.123,62.727,165.092,11.622,65.92,45.579,0.8154,0.3487,0.2227,0.2369
2026-01-30T02:11:16.757025,HYD_PRESS_07,1,night,2.252,64.368,166.28,11.813,69.228,47.731,0.8098,0.3706,0.2578,0.2124
2026-01-30T02:16:16.757025,HYD_PRESS_07,1,night,2.175,61.372,165.934,11.291,65.813,44.825,0.708,0.3616,0.2372,0.2297
2026-01-30T02:21:16.757025,HYD_PRESS_07,1,night,1.955,69.768,167.467,11.573,65.442,47.354,0.7538,0.3594,0.2301,0.24
2026-01-30T02:26:16.757025,HYD_PRESS_07,1,night,2.27,61.429,164.825,12.049,65.789,48.688,0.7712,0.4037,0.3009,0.2285
2026-01-30T02:31:16.757025,HYD_PRESS_07,1,night,2.191,59.261,161.364,11.444,66.618,47.258,0.8354,0.3831,0.2623,0.2392
2026-01-30T02:36:16.757025,HYD_PRESS_07,1,night,2.181,65.889,169.17,11.656,66.625,44.52,0.8089,0.3599,0.2573,0.2356
2026-01-30T02:41:16.757025,HYD_PRESS_07,1,night,1.935,65.819,164.802,11.722,66.772,46.549,0.8215,0.4062,0.2551,0.2167
2026-01-30T02:46:16.757025,HYD_PRESS_07,1,night,2.032,62.414,166.111,11.374,68.614,45.44,0.8469,0.3845,0.2516,0.2248
2026-01-30T02:51:16.757025,HYD_PRESS_07,1,night,2.252,59.473,166.335,11.785,66.853,47.792,0.7907,0.3868,0.2786,0.2314
2026-01-30T02:56:16.757025,HYD_PRESS_07,1,night,2.03,66.82,172.898,11.361,66.1,46.175,0.7741,0.4423,0.2956,0.2258
2026-01-30T03:01:16.757025,HYD_PRESS_07,1,night,2.092,63.772,172.753,11.218,68.206,46.257,0.7328,0.3724,0.2296,0.2218
2026-01-30T03:06:16.757025,HYD_PRESS_07,1,night,2.122,64.418,166.446,12.255,65.773,45.876,0.7975,0.4202,0.2272,0.2333
2026-01-30T03:11:16.757025,HYD_PRESS_07,1,night,2.31,61.76,160.838,11.659,65.902,47.273,0.7688,0.3833,0.2369,0.2414
2026-01-30T03:16:16.757025,HYD_PRESS_07,1,night,2.005,62.217,166.429,11.618,67.718,48.926,0.8101,0.3545,0.2806,0.2474
2026-01-30T03:21:16.757025,HYD_PRESS_07,1,night,2.092,67.673,162.412,11.585,66.705,47.939,0.7912,0.3761,0.2221,0.2222
2026-01-30T03:26:16.757025,HYD_PRESS_07,1,night,2.2,67.803,167.92,11.41,67.616,47.844,0.9263,0.3841,0.2399,0.2399
2026-01-30T03:31:16.757025,HYD_PRESS_07,1,night,2.305,64.808,164.164,11.562,68.54,45.533,0.841,0.4152,0.271,0.2412
2026-01-30T03:36:16.757025,HYD_PRESS_07,1,night,2.126,63.303,158.201,11.742,67.698,49.109,0.8184,0.3882,0.2502,0.2422
2026-01-30T03:41:16.757025,HYD_PRESS_07,1,night,2.083,63.884,168.039,11.574,66.06,46.746,0.7846,0.4066,0.2547,0.2452
2026-01-30T03:46:16.757025,HYD_PRESS_07,1,night,2.277,59.379,162.205,11.631,69.078,46.434,0.8537,0.3692,0.2523,0.2225
2026-01-30T03:51:16.757025,HYD_PRESS_07,1,night,2.163,61.931,159.894,11.73,67.096,45.836,0.7722,0.4564,0.2207,0.2075
2026-01-30T03:56:16.757025,HYD_PRESS_07,1,night,2.374,60.511,157.372,11.31,66.662,46.805,0.736,0.4262,0.2627,0.2285
2026-01-30T04:01:16.757025,HYD_PRESS_07,1,night,2.085,65.98,166.714,11.655,67.585,47.051,0.7879,0.4106,0.2246,0.2439
2026-01-30T04:06:16.757025,HYD_PRESS_07,1,night,2.084,66.787,161.618,12.058,66.67,44.796,0.8321,0.4399,0.2536,0.2366
2026-01-30T04:11:16.757025,HYD_PRESS_07,1,night,2.03,58.463,162.738,10.791,64.354,47.426,0.8064,0.3796,0.2665,0.2229
2026-01-30T04:16:16.757025,HYD_PRESS_07,1,night,2.097,60.291,172.517,11.781,66.398,46.546,0.8393,0.4128,0.2303,0.229
2026-01-30T04:21:16.757025,HYD_PRESS_07,1,night,1.947,62.484,173.988,11.71,65.873,47.2,0.8104,0.3387,0.2447,0.2226
2026-01-30T04:26:16.757025,HYD_PRESS_07,1,night,2.202,64.17,169.476,11.709,68.304,45.871,0.87,0.4277,0.2509,0.223
2026-01-30T04:31:16.757025,HYD_PRESS_07,1,night,2.358,63.681,161.743,11.373,66.249,47.022,0.8659,0.4059,0.2912,0.2226
2026-01-30T04:36:16.757025,HYD_PRESS_07,1,night,2.356,64.277,165.19,11.554,67.65,45.286,0.8261,0.3828,0.2492,0.2509
2026-01-30T04:41:16.757025,HYD_PRESS_07,1,night,2.025,67.122,158.871,11.079,67.067,47.77,0.7871,0.3499,0.2576,0.2359
2026-01-30T04:46:16.757025,HYD_PRESS_07,1,night,2.071,65.396,168.262,11.045,68.945,48.169,0.8842,0.3862,0.2712,0.2291
2026-01-30T04:51:16.757025,HYD_PRESS_07,1,night,2.015,61.508,164.872,11.87,67.545,46.069,0.7687,0.4119,0.2595,0.2321
2026-01-30T04:56:16.757025,HYD_PRESS_07,1,night,2.043,60.387,158.527,11.866,66.028,46.929,0.8386,0.3145,0.2726,0.2121
2026-01-30T05:01:16.757025,HYD_PRESS_07,1,night,2.247,61.952,157.217,11.39,68.981,47.534,0.7977,0.4143,0.2512,0.2166
2026-01-30T05:06:16.757025,HYD_PRESS_07,1,night,2.155,64.262,170.151,11.59,66.341,46.278,0.7826,0.3895,0.2432,0.2502
2026-01-30T05:11:16.757025,HYD_PRESS_07,1,night,2.207,62.985,165.393,10.919,68.104,46.929,0.7964,0.3989,0.2642,0.23
2026-01-30T05:16:16.757025,HYD_PRESS_07,1,night,2.264,60.587,168.064,11.202,65.794,48.81,0.8499,0.3131,0.2914,0.2281
2026-01-30T05:21:16.757025,HYD_PRESS_07,1,night,2.12,64.099,177.017,11.501,67.032,47.774,0.7905,0.4065,0.2671,0.2344
2026-01-30T05:26:16.757025,HYD_PRESS_07,1,night,2.342,60.321,166.513,11.292,66.634,46.908,0.8553,0.4356,0.2624,0.218
2026-01-30T05:31:16.757025,HYD_PRESS_07,1,night,2.061,65.597,170.947,11.15,67.626,47.355,0.8161,0.4127,0.2819,0.234
2026-01-30T05:36:16.757025,HYD_PRESS_07,1,night,2.071,63.226,159.519,11.086,69.122,45.497,0.7851,0.4413,0.2467,0.2307
2026-01-30T05:41:16.757025,HYD_PRESS_07,1,night,2.344,65.711,161.559,12.194,68.203,46.124,0.7504,0.3354,0.2369,0.2162
2026-01-30T05:46:16.757025,HYD_PRESS_07,1,night,2.251,69.286,171.921,11.687,67.622,47.537,0.675,0.4687,0.2219,0.213
2026-01-30T05:51:16.757025,HYD_PRESS_07,1,night,1.984,62.485,156.535,11.488,65.247,45.189,0.8379,0.4084,0.2517,0.2288
2026-01-30T05:56:16.757025,HYD_PRESS_07,1,night,1.949,65.539,160.088,11.451,67.555,45.351,0.809,0.4418,0.268,0.2138
2026-01-30T06:01:16.757025,HYD_PRESS_07,1,morning,2.158,75.088,164.902,13.664,78.316,48.15,0.8053,0.36,0.2376,0.2327
2026-01-30T06:06:16.757025,HYD_PRESS_07,1,morning,2.405,74.088,161.49,13.299,75.876,48.613,0.8063,0.3871,0.2521,0.2349
2026-01-30T06:11:16.757025,HYD_PRESS_07,1,morning,2.353,77.106,161.633,13.582,76.727,49.088,0.7378,0.3792,0.2353,0.2384
2026-01-30T06:16:16.757025,HYD_PRESS_07,1,morning,2.37,73.662,165.219,13.454,79.426,49.166,0.7406,0.4093,0.2623,0.2336
2026-01-30T06:21:16.757025,HYD_PRESS_07,1,morning,2.277,78.084,173.389,13.332,78.833,48.467,0.7721,0.3589,0.2479,0.2553
2026-01-30T06:26:16.757025,HYD_PRESS_07,1,morning,2.3,70.927,165.17,13.267,78.331,44.646,0.781,0.3939,0.238,0.2193
2026-01-30T06:31:16.757025,HYD_PRESS_07,1,morning,2.581,70.963,173.363,13.624,76.922,46.446,0.8165,0.425,0.2098,0.2332
2026-01-30T06:36:16.757025,HYD_PRESS_07,1,morning,2.423,70.452,164.444,13.227,76.877,47.997,0.8279,0.4023,0.2604,0.2203
2026-01-30T06:41:16.757025,HYD_PRESS_07,1,morning,2.579,74.341,176.597,13.616,78.268,46.142,0.8546,0.4183,0.2278,0.2263
2026-01-30T06:46:16.757025,HYD_PRESS_07,1,morning,2.279,70.659,155.819,13.65,76.325,43.93,0.8067,0.3954,0.2638,0.239
2026-01-30T06:51:16.757025,HYD_PRESS_07,1,morning,2.41,73.739,169.595,13.411,78.381,46.899,0.8194,0.4748,0.2495,0.2378
2026-01-30T06:56:16.757025,HYD_PRESS_07,1,morning,2.478,71.74,165.141,13.495,79.609,47.083,0.7666,0.4298,0.2462,0.2219
2026-01-30T07:01:16.757025,HYD_PRESS_07,1,morning,2.418,71.409,159.674,13.535,77.797,46.289,0.7987,0.4245,0.2775,0.235
2026-01-30T07:06:16.757025,HYD_PRESS_07,1,morning,2.427,69.75,160.303,13.584,76.897,47.233,0.8028,0.4159,0.2483,0.2343
2026-01-30T07:11:16.757025,HYD_PRESS_07,1,morning,2.439,73.846,161.933,13.536,78.129,46.718,0.8765,0.4366,0.2454,0.2444
2026-01-30T07:16:16.757025,HYD_PRESS_07,1,morning,2.559,70.977,152.23,13.907,76.661,46.244,0.808,0.4001,0.2584,0.2414
2026-01-30T07:21:16.757025,HYD_PRESS_07,1,morning,2.33,68.211,162.269,13.744,76.493,46.733,0.7415,0.3459,0.2605,0.2371
2026-01-30T07:26:16.757025,HYD_PRESS_07,1,morning,2.596,74.293,164.863,13.347,78.047,45.452,0.7992,0.4174,0.2521,0.2197
2026-01-30T07:31:16.757025,HYD_PRESS_07,1,morning,2.638,74.166,161.655,13.939,77.803,48.705,0.7914,0.4514,0.2222,0.2133
2026-01-30T07:36:16.757025,HYD_PRESS_07,1,morning,2.528,75.437,171.509,14.095,78.76,45.609,0.8339,0.3854,0.2928,0.2234
2026-01-30T07:41:16.757025,HYD_PRESS_07,1,morning,2.362,75.151,158.264,13.335,80.512,45.725,0.823,0.3797,0.2899,0.2308
2026-01-30T07:46:16.757025,HYD_PRESS_07,1,morning,2.566,72.797,157.891,14.077,78.227,46.212,0.7477,0.4161,0.2734,0.2367
2026-01-30T07:51:16.757025,HYD_PRESS_07,1,morning,2.32,77.009,165.285,13.707,81.004,47.123,0.8664,0.4167,0.2588,0.2511
2026-01-30T07:56:16.757025,HYD_PRESS_07,1,morning,2.26,69.773,175.281,13.296,78.38,46.181,0.8269,0.4322,0.2424,0.2211
2026-01-30T08:01:16.757025,HYD_PRESS_07,1,morning,2.411,76.071,163.757,14.233,80.151,47.395,0.8154,0.4245,0.2669,0.2236
2026-01-30T08:06:16.757025,HYD_PRESS_07,1,morning,2.496,73.736,162.357,13.926,81.272,46.539,0.8331,0.4352,0.2533,0.2165
2026-01-30T08:11:16.757025,HYD_PRESS_07,1,morning,2.52,70.962,168.767,13.865,81.35,47.321,0.8154,0.4511,0.2545,0.2555
2026-01-30T08:16:16.757025,HYD_PRESS_07,1,morning,2.349,76.836,173.35,13.869,77.621,47.047,0.7931,0.3633,0.2455,0.221
2026-01-30T08:21:16.757025,HYD_PRESS_07,1,morning,2.318,76.985,164.395,13.876,78.084,45.988,0.8598,0.3817,0.247,0.2296
2026-01-30T08:26:16.757025,HYD_PRESS_07,1,morning,2.469,77.696,157.908,13.222,77.126,48.028,0.8361,0.3888,0.2842,0.2255
2026-01-30T08:31:16.757025,HYD_PRESS_07,1,morning,2.667,80.38,175.308,14.113,80.951,47.224,0.7724,0.4767,0.2384,0.2313
2026-01-30T08:36:16.757025,HYD_PRESS_07,1,morning,2.41,74.231,168.482,14.037,79.548,48.286,0.8389,0.3835,0.2333,0.2294
2026-01-30T08:41:16.757025,HYD_PRESS_07,1,morning,2.423,75.06,172.567,13.94,77.879,48.738,0.7429,0.3942,0.2353,0.2108
2026-01-30T08:46:16.757025,HYD_PRESS_07,1,morning,2.38,78.086,174.423,14.214,78.682,45.17,0.8611,0.4175,0.2451,0.2199
2026-01-30T08:51:16.757025,HYD_PRESS_07,1,morning,2.366,71.378,167.568,13.591,77.66,43.067,0.807,0.3469,0.2561,0.228
2026-01-30T08:56:16.757025,HYD_PRESS_07,1,morning,2.345,76.536,160.008,13.841,80.564,47.986,0.7986,0.4532,0.2829,0.2249
2026-01-30T09:01:16.757025,HYD_PRESS_07,1,morning,2.419,76.905,169.568,13.624,82.302,46.188,0.795,0.3939,0.2321,0.2212
2026-01-30T09:06:16.757025,HYD_PRESS_07,1,morning,2.563,75.283,165.335,14.019,77.719,45.879,0.7989,0.3776,0.2012,0.2383
2026-01-30T09:11:16.757025,HYD_PRESS_07,1,morning,2.523,75.898,156.924,14.214,78.961,45.541,0.8397,0.3624,0.2555,0.2159
2026-01-30T09:16:16.757025,HYD_PRESS_07,1,morning,2.517,77.719,165.882,13.755,78.822,46.617,0.81,0.4345,0.2293,0.2301
2026-01-30T09:21:16.757025,HYD_PRESS_07,1,morning,2.098,73.462,168.096,14.482,80.095,45.64,0.7464,0.3124,0.2584,0.2385
2026-01-30T09:26:16.757025,HYD_PRESS_07,1,morning,2.38,73.603,165.613,14.352,80.548,46.211,0.7909,0.4412,0.2367,0.2215
2026-01-30T09:31:16.757025,HYD_PRESS_07,1,morning,2.426,83.969,166.494,13.639,79.424,47.892,0.7854,0.3531,0.2673,0.2287
2026-01-30T09:36:16.757025,HYD_PRESS_07,1,morning,2.734,78.687,162.763,14.249,80.165,47.537,0.8057,0.3569,0.268,0.2228
2026-01-30T09:41:16.757025,HYD_PRESS_07,1,morning,2.403,74.978,160.224,13.992,83.157,45.232,0.8242,0.3746,0.2368,0.2398
2026-01-30T09:46:16.757025,HYD_PRESS_07,1,morning,2.294,77.057,164.064,14.16,81.844,49.621,0.8012,0.4424,0.2481,0.234
2026-01-30T09:51:16.757025,HYD_PRESS_07,1,morning,2.504,75.248,165.842,14.26,78.553,47.881,0.829,0.4098,0.2536,0.2259
2026-01-30T09:56:16.757025,HYD_PRESS_07,1,morning,2.647,75.929,160.003,13.713,81.324,47.169,0.8659,0.3965,0.2072,0.2234
2026-01-30T10:01:16.757025,HYD_PRESS_07,1,morning,2.71,75.726,171.086,14.421,82.129,45.995,0.7881,0.389,0.2418,0.2202
2026-01-30T10:06:16.757025,HYD_PRESS_07,1,morning,2.291,79.501,162.677,14.025,81.057,46.203,0.8202,0.3993,0.2316,0.2327
2026-01-30T10:11:16.757025,HYD_PRESS_07,1,morning,2.487,81.38,159.998,13.761,81.402,46.729,0.8293,0.3858,0.2671,0.216
2026-01-30T10:16:16.757025,HYD_PRESS_07,1,morning,2.53,75.929,168.363,14.535,80.433,45.344,0.8175,0.4147,0.2624,0.2406
2026-01-30T10:21:16.757025,HYD_PRESS_07,1,morning,2.388,76.306,166.66,14.022,81.696,45.991,0.8554,0.3964,0.2062,0.2379
2026-01-30T10:26:16.757025,HYD_PRESS_07,1,morning,2.328,79.247,162.32,14.207,81.183,48.719,0.8257,0.3922,0.2644,0.2356
2026-01-30T10:31:16.757025,HYD_PRESS_07,1,morning,2.588,72.491,159.732,13.644,82.057,48.566,0.7888,0.3895,0.2493,0.2264
2026-01-30T10:36:16.757025,HYD_PRESS_07,1,morning,2.329,77.128,169.876,14.115,80.916,47.715,0.7948,0.3949,0.2511,0.2411
2026-01-30T10:41:16.757025,HYD_PRESS_07,1,morning,2.545,79.966,164.313,14.251,83.05,48.091,0.6648,0.4203,0.2366,0.2112
2026-01-30T10:46:16.757025,HYD_PRESS_07,1,morning,2.431,74.424,175.855,13.912,80.816,47.175,0.882,0.4223,0.2512,0.2134
2026-01-30T10:51:16.757025,HYD_PRESS_07,1,morning,2.357,73.232,161.941,13.954,79.988,45.682,0.8022,0.4509,0.2372,0.2314
2026-01-30T10:56:16.757025,HYD_PRESS_07,1,morning,2.48,72.888,163.454,13.739,81.11,48.122,0.7297,0.3975,0.2196,0.2371
2026-01-30T11:01:16.757025,HYD_PRESS_07,1,morning,2.512,75.1,163.405,13.808,82.712,46.539,0.7062,0.4035,0.2465,0.2362
2026-01-30T11:06:16.757025,HYD_PRESS_07,1,morning,2.21,73.02,166.336,14.199,78.726,47.587,0.8951,0.3982,0.2355,0.2143
2026-01-30T11:11:16.757025,HYD_PRESS_07,1,morning,2.44,74.752,154.241,13.831,80.781,45.329,0.7758,0.4044,0.2819,0.2384
2026-01-30T11:16:16.757025,HYD_PRESS_07,1,morning,2.506,78.085,159.548,14.47,80.95,46.536,0.7934,0.4023,0.2452,0.223
